Industry,State,Year,Measure
Warehouses (Manufacturer owned),Texas,2015,296360
Warehouses (Manufacturer owned),Utah,2024,164696
Warehouses (Manufacturer owned),Utah,2023,45225
Warehouses (Manufacturer owned),Utah,2022,40000
Warehouses (Manufacturer owned),Utah,2021,22000
Warehouses (Manufacturer owned),Utah,2020,178700
Warehouses (Manufacturer owned),Utah,2019,3442
Warehouses (Manufacturer owned),Utah,2018,11500
Warehouses (Manufacturer owned),Utah,2017,59000
Warehouses (Manufacturer owned),Utah,2016,8000
Warehouses (Manufacturer owned),Vermont,2019,1500
Warehouses (Manufacturer owned),Vermont,2017,25380
Warehouses (Manufacturer owned),Vermont,2016,1125
Warehouses (Manufacturer owned),Virginia,2023,28980
Warehouses (Manufacturer owned),Virginia,2022,29828
Warehouses (Manufacturer owned),Virginia,2021,36000
Warehouses (Manufacturer owned),Virginia,2020,5000
Warehouses (Manufacturer owned),Virginia,2019,4500
Warehouses (Manufacturer owned),Virginia,2018,59000
Warehouses (Manufacturer owned),Virginia,2017,31344
Warehouses (Manufacturer owned),Virginia,2016,67500
Warehouses (Manufacturer owned),Virginia,2015,64000
Warehouses (Manufacturer owned),Washington,2023,20000
Warehouses (Manufacturer owned),Washington,2022,5000
Warehouses (Manufacturer owned),Washington,2021,2500
Warehouses (Manufacturer owned),Washington,2020,8696
Warehouses (Manufacturer owned),Washington,2019,34000
Warehouses (Manufacturer owned),Washington,2017,16280
Warehouses (Manufacturer owned),Washington,2016,51000
Warehouses (Manufacturer owned),West Virginia,2022,7000
Warehouses (Manufacturer owned),West Virginia,2021,16000
Warehouses (Manufacturer owned),West Virginia,2018,8000
Warehouses (Manufacturer owned),Wisconsin,2022,24232
Warehouses (Manufacturer owned),Wisconsin,2021,60865
Warehouses (Manufacturer owned),Wisconsin,2020,18769
Warehouses (Manufacturer owned),Wisconsin,2019,49085
Warehouses (Manufacturer owned),Wisconsin,2018,101000
Warehouses (Manufacturer owned),Wisconsin,2017,43000
Warehouses (Manufacturer owned),Wisconsin,2016,42796
Warehouses (Manufacturer owned),Wisconsin,2015,60250
Warehouses (Manufacturer owned),Wyoming,2019,6300
Laboratories (Manufacturer owned),Alabama,2024,10846
Laboratories (Manufacturer owned),Alabama,2023,3422
Laboratories (Manufacturer owned),Alabama,2022,29324
Laboratories (Manufacturer owned),Alabama,2020,1153
Laboratories (Manufacturer owned),Alabama,2018,295
Laboratories (Manufacturer owned),Alabama,2017,1050
Laboratories (Manufacturer owned),Alabama,2016,112
Laboratories (Manufacturer owned),Alabama,2015,1275
Laboratories (Manufacturer owned),Alaska,2023,2822
Laboratories (Manufacturer owned),Alaska,2022,466
Laboratories (Manufacturer owned),Alaska,2020,309
Laboratories (Manufacturer owned),Alaska,2015,967
Laboratories (Manufacturer owned),Arizona,2024,694
Laboratories (Manufacturer owned),Arizona,2023,19268
Laboratories (Manufacturer owned),Arizona,2022,21511
Laboratories (Manufacturer owned),Arizona,2021,1414
Laboratories (Manufacturer owned),Arizona,2020,425
Laboratories (Manufacturer owned),Arizona,2019,745
Laboratories (Manufacturer owned),Arizona,2018,16300
Laboratories (Manufacturer owned),Arizona,2017,500
Laboratories (Manufacturer owned),Arizona,2016,300
Laboratories (Manufacturer owned),Arkansas,2024,2000
Laboratories (Manufacturer owned),Arkansas,2023,10941
Laboratories (Manufacturer owned),Arkansas,2022,947
Laboratories (Manufacturer owned),Arkansas,2021,562
Laboratories (Manufacturer owned),Arkansas,2020,269
Laboratories (Manufacturer owned),Arkansas,2019,701
Laboratories (Manufacturer owned),Arkansas,2018,1078
Laboratories (Manufacturer owned),Arkansas,2017,1294
Laboratories (Manufacturer owned),California,2024,14248
Laboratories (Manufacturer owned),California,2023,116062
Laboratories (Manufacturer owned),California,2022,158173
Laboratories (Manufacturer owned),California,2021,137470
Laboratories (Manufacturer owned),California,2020,18200
Laboratories (Manufacturer owned),California,2019,58773
Laboratories (Manufacturer owned),California,2018,4720
Laboratories (Manufacturer owned),California,2017,8872
Laboratories (Manufacturer owned),California,2016,10512
Laboratories (Manufacturer owned),California,2015,63984
Laboratories (Manufacturer owned),Colorado,2024,11965
Laboratories (Manufacturer owned),Colorado,2023,410297
Laboratories (Manufacturer owned),Colorado,2022,17112
Laboratories (Manufacturer owned),Colorado,2021,32834
Laboratories (Manufacturer owned),Colorado,2020,49256
Laboratories (Manufacturer owned),Colorado,2019,75384
Laboratories (Manufacturer owned),Colorado,2018,2888
Laboratories (Manufacturer owned),Colorado,2017,345150
Laboratories (Manufacturer owned),Colorado,2016,120480
Laboratories (Manufacturer owned),Colorado,2015,39827
Laboratories (Manufacturer owned),Connecticut,2023,7192
Laboratories (Manufacturer owned),Connecticut,2022,3585
Laboratories (Manufacturer owned),Connecticut,2021,460
Laboratories (Manufacturer owned),Connecticut,2019,1500
Laboratories (Manufacturer owned),Connecticut,2017,2000
Laboratories (Manufacturer owned),Connecticut,2016,64
Laboratories (Manufacturer owned),Connecticut,2015,300
Laboratories (Manufacturer owned),Delaware,2022,350
Laboratories (Manufacturer owned),Delaware,2021,539
Laboratories (Manufacturer owned),Delaware,2020,15565
Laboratories (Manufacturer owned),Delaware,2019,11300
Laboratories (Manufacturer owned),Delaware,2018,38000
Laboratories (Manufacturer owned),Delaware,2017,150750
Laboratories (Manufacturer owned),District of Columbia,2024,17500
Laboratories (Manufacturer owned),District of Columbia,2022,1719
Laboratories (Manufacturer owned),District of Columbia,2018,350
Laboratories (Manufacturer owned),District of Columbia,2015,56
Laboratories (Manufacturer owned),Florida,2024,122831
Laboratories (Manufacturer owned),Florida,2023,77490
Laboratories (Manufacturer owned),Florida,2022,19264
Laboratories (Manufacturer owned),Florida,2021,17677
Laboratories (Manufacturer owned),Florida,2020,27726
Laboratories (Manufacturer owned),Florida,2019,75488
Laboratories (Manufacturer owned),Florida,2018,8505
Laboratories (Manufacturer owned),Florida,2017,22262
Laboratories (Manufacturer owned),Florida,2016,1841
Laboratories (Manufacturer owned),Florida,2015,2241
Laboratories (Manufacturer owned),Georgia,2024,3090
Laboratories (Manufacturer owned),Georgia,2023,31563
Laboratories (Manufacturer owned),Georgia,2022,20929
Laboratories (Manufacturer owned),Georgia,2021,4920
Laboratories (Manufacturer owned),Georgia,2020,2954
Laboratories (Manufacturer owned),Georgia,2019,152343
Laboratories (Manufacturer owned),Georgia,2018,23747
Laboratories (Manufacturer owned),Georgia,2017,1052
Laboratories (Manufacturer owned),Georgia,2016,1400
Laboratories (Manufacturer owned),Georgia,2015,2019
Laboratories (Manufacturer owned),Hawaii,2024,4379
Laboratories (Manufacturer owned),Hawaii,2023,1000
Laboratories (Manufacturer owned),Hawaii,2022,8883
Laboratories (Manufacturer owned),Hawaii,2021,242
Laboratories (Manufacturer owned),Hawaii,2019,225
Laboratories (Manufacturer owned),Hawaii,2017,500
Laboratories (Manufacturer owned),Hawaii,2016,50
Laboratories (Manufacturer owned),Idaho,2024,1139
Laboratories (Manufacturer owned),Idaho,2023,4742
Laboratories (Manufacturer owned),Idaho,2022,3315
Laboratories (Manufacturer owned),Idaho,2021,908
Laboratories (Manufacturer owned),Idaho,2020,17355
Laboratories (Manufacturer owned),Idaho,2019,1147
Laboratories (Manufacturer owned),Idaho,2018,394
Laboratories (Manufacturer owned),Idaho,2017,1403
Laboratories (Manufacturer owned),Idaho,2015,1024
Laboratories (Manufacturer owned),Illinois,2024,14379
Laboratories (Manufacturer owned),Illinois,2023,48986
Laboratories (Manufacturer owned),Illinois,2022,17317
Laboratories (Manufacturer owned),Illinois,2021,18825
Laboratories (Manufacturer owned),Illinois,2020,1865
Laboratories (Manufacturer owned),Illinois,2019,5672
Laboratories (Manufacturer owned),Illinois,2018,548
Laboratories (Manufacturer owned),Illinois,2017,16876
Laboratories (Manufacturer owned),Illinois,2015,2949
Laboratories (Manufacturer owned),Indiana,2024,4999
Laboratories (Manufacturer owned),Indiana,2023,384482
Laboratories (Manufacturer owned),Indiana,2022,4882
Laboratories (Manufacturer owned),Indiana,2021,2548
Laboratories (Manufacturer owned),Indiana,2020,3640
Laboratories (Manufacturer owned),Indiana,2019,11057
Laboratories (Manufacturer owned),Indiana,2018,21000
Laboratories (Manufacturer owned),Indiana,2017,2270
Laboratories (Manufacturer owned),Indiana,2016,72011
Laboratories (Manufacturer owned),Indiana,2015,8200
Laboratories (Manufacturer owned),Iowa,2024,88
Laboratories (Manufacturer owned),Iowa,2023,18610
Laboratories (Manufacturer owned),Iowa,2022,696
Laboratories (Manufacturer owned),Iowa,2021,1140
Laboratories (Manufacturer owned),Iowa,2020,143490
Laboratories (Manufacturer owned),Iowa,2019,2102
Laboratories (Manufacturer owned),Iowa,2018,6721
Laboratories (Manufacturer owned),Iowa,2017,440
Laboratories (Manufacturer owned),Iowa,2016,1328
Laboratories (Manufacturer owned),Iowa,2015,1614
Laboratories (Manufacturer owned),Kansas,2024,2469
Laboratories (Manufacturer owned),Kansas,2023,20647
Laboratories (Manufacturer owned),Kansas,2022,991
Laboratories (Manufacturer owned),Kansas,2021,40765
Laboratories (Manufacturer owned),Kansas,2020,805
Laboratories (Manufacturer owned),Kansas,2019,2350
Laboratories (Manufacturer owned),Kansas,2018,5674
Laboratories (Manufacturer owned),Kansas,2017,348
Laboratories (Manufacturer owned),Kentucky,2024,300
Laboratories (Manufacturer owned),Kentucky,2023,11329
Laboratories (Manufacturer owned),Kentucky,2022,3911
Laboratories (Manufacturer owned),Kentucky,2021,5715
Laboratories (Manufacturer owned),Kentucky,2020,519
Laboratories (Manufacturer owned),Kentucky,2019,8842
Laboratories (Manufacturer owned),Kentucky,2018,6232
Laboratories (Manufacturer owned),Kentucky,2017,2723
Laboratories (Manufacturer owned),Kentucky,2016,568
Laboratories (Manufacturer owned),Kentucky,2015,957
Laboratories (Manufacturer owned),Louisiana,2024,1005
Laboratories (Manufacturer owned),Louisiana,2023,18297
Laboratories (Manufacturer owned),Louisiana,2022,3836
Laboratories (Manufacturer owned),Louisiana,2021,2089
Laboratories (Manufacturer owned),Louisiana,2020,1100
Laboratories (Manufacturer owned),Louisiana,2019,367
Laboratories (Manufacturer owned),Louisiana,2018,92
Laboratories (Manufacturer owned),Louisiana,2017,830
Laboratories (Manufacturer owned),Louisiana,2015,1277
Laboratories (Manufacturer owned),Maine,2023,2303
Laboratories (Manufacturer owned),Maine,2020,642
Laboratories (Manufacturer owned),Maine,2018,500
Laboratories (Manufacturer owned),Maine,2017,150
Laboratories (Manufacturer owned),Maine,2016,500
Laboratories (Manufacturer owned),Maine,2015,1004
Laboratories (Manufacturer owned),Maryland,2024,18055
Laboratories (Manufacturer owned),Maryland,2023,57685
Laboratories (Manufacturer owned),Maryland,2022,65640
Laboratories (Manufacturer owned),Maryland,2021,43913
Laboratories (Manufacturer owned),Maryland,2020,10213
Laboratories (Manufacturer owned),Maryland,2019,50277
Laboratories (Manufacturer owned),Maryland,2018,1678
Laboratories (Manufacturer owned),Maryland,2017,1004
Laboratories (Manufacturer owned),Maryland,2016,13674
Laboratories (Manufacturer owned),Maryland,2015,1455
Laboratories (Manufacturer owned),Massachusetts,2024,27688
Laboratories (Manufacturer owned),Massachusetts,2023,295271
Laboratories (Manufacturer owned),Massachusetts,2022,124483
Laboratories (Manufacturer owned),Massachusetts,2021,387429
Laboratories (Manufacturer owned),Massachusetts,2020,306702
Laboratories (Manufacturer owned),Massachusetts,2019,103381
Laboratories (Manufacturer owned),Massachusetts,2018,145955
Laboratories (Manufacturer owned),Massachusetts,2017,330352
Laboratories (Manufacturer owned),Massachusetts,2016,31125
Laboratories (Manufacturer owned),Massachusetts,2015,87016
Laboratories (Manufacturer owned),Michigan,2024,7470
Laboratories (Manufacturer owned),Michigan,2023,10241
Laboratories (Manufacturer owned),Michigan,2022,77687
Laboratories (Manufacturer owned),Michigan,2021,1934
Laboratories (Manufacturer owned),Michigan,2020,67641
Laboratories (Manufacturer owned),Michigan,2019,41111
Laboratories (Manufacturer owned),Michigan,2018,355954
Laboratories (Manufacturer owned),Michigan,2017,94995
Laboratories (Manufacturer owned),Michigan,2016,120025
Laboratories (Manufacturer owned),Michigan,2015,29057
Laboratories (Manufacturer owned),Minnesota,2024,13779
Laboratories (Manufacturer owned),Minnesota,2023,3557
Laboratories (Manufacturer owned),Minnesota,2022,20565
Laboratories (Manufacturer owned),Minnesota,2021,10820
Laboratories (Manufacturer owned),Minnesota,2020,54407
Laboratories (Manufacturer owned),Minnesota,2019,79049
Laboratories (Manufacturer owned),Minnesota,2018,19107
Laboratories (Manufacturer owned),Minnesota,2017,14661
Laboratories (Manufacturer owned),Minnesota,2016,7511
Laboratories (Manufacturer owned),Minnesota,2015,3800
Laboratories (Manufacturer owned),Mississippi,2024,3207
Laboratories (Manufacturer owned),Mississippi,2023,29085
Laboratories (Manufacturer owned),Mississippi,2021,425
Laboratories (Manufacturer owned),Mississippi,2020,2567
Laboratories (Manufacturer owned),Mississippi,2019,850
Laboratories (Manufacturer owned),Mississippi,2018,1450
Laboratories (Manufacturer owned),Mississippi,2017,295
Laboratories (Manufacturer owned),Mississippi,2016,250
Laboratories (Manufacturer owned),Mississippi,2015,500
Laboratories (Manufacturer owned),Missouri,2024,6376
Laboratories (Manufacturer owned),Missouri,2023,6196
Laboratories (Manufacturer owned),Missouri,2022,17140
Laboratories (Manufacturer owned),Missouri,2021,2267
Laboratories (Manufacturer owned),Missouri,2020,676
Laboratories (Manufacturer owned),Missouri,2019,2904
Laboratories (Manufacturer owned),Missouri,2018,941
Laboratories (Manufacturer owned),Missouri,2017,143311
Laboratories (Manufacturer owned),Missouri,2016,440
Laboratories (Manufacturer owned),Missouri,2015,156100
Laboratories (Manufacturer owned),Montana,2023,765
Laboratories (Manufacturer owned),Montana,2022,2135
Laboratories (Manufacturer owned),Montana,2021,234
Laboratories (Manufacturer owned),Montana,2020,1511
Laboratories (Manufacturer owned),Montana,2017,360
Laboratories (Manufacturer owned),Nebraska,2024,200
Laboratories (Manufacturer owned),Nebraska,2023,13264
Laboratories (Manufacturer owned),Nebraska,2022,1696
Laboratories (Manufacturer owned),Nebraska,2021,783
Laboratories (Manufacturer owned),Nebraska,2020,5400
Laboratories (Manufacturer owned),Nebraska,2019,150
Laboratories (Manufacturer owned),Nebraska,2018,3836
